timestamp,record,co2_1,co2_2,ctd1_depth,ctd1_temp,ctd1_ec,ctd2_depth,ctd2_temp,ctd2_ec,orp,ph1,ph2,ldo,ldo_temp,gs3_1_moisture,gs3_1_temp,gs3_1_ec,gs3_2_moisture,gs3_2_temp,gs3_2_ec,sonic_u,sonic_v,sonic_w,sonic_temp
2017-06-26 22:00:00,5753,1843.958,2175.272,104,15.8,13,300,16.4,11,507.6449,6.599277,-0.6779337,18.23516,0.08486207,79.75,15.7,14,80.68,17.3,14,-0.03042221,-0.02366257,-15.56119,18.46597
2017-06-26 22:00:05,5754,1814.085,2161.694,104,15.8,18,299,16.4,10,507.3055,6.599277,-0.6098037,18.20801,0.08486207,79.95,15.7,12,80.71,17.3,15,-0.1047974,0.06423569,-15.4192,18.37131
2017-06-26 22:00:10,5755,1829.001,2156.239,104,15.8,13,299,16.4,0,507.3039,6.59631,-0.6719866,18.20795,0.08486181,79.77,15.7,13,80.66,17.3,15,-0.03042221,0.03042984,-15.47329,18.38483
2017-06-26 22:00:15,5756,1856.158,2153.523,103,15.8,15,299,16.4,12,508.1526,6.599278,-0.642365,18.20795,0.08486181,79.47,15.7,13,80.65,17.3,15,-0.05070686,0.1115646,-15.43272,18.33075
2017-06-26 22:00:20,5757,1861.589,2131.798,104,15.8,19,299,16.4,13,507.8131,6.590373,-0.589046,18.20795,0.08486181,79.5,15.7,13,80.98,17.3,14,0.07099724,0.003383636,-15.39216,18.27664
2017-06-26 22:00:25,5758,1860.231,2061.19,104,15.8,14,299,16.4,0,508.1526,6.581468,-1.142969,18.20795,0.08486181,79.68,15.7,13,80.5,17.3,15,0.03042984,-0.05746841,-15.39216,18.49301
2017-06-26 22:00:30,5759,1894.177,2017.74,104,15.8,13,299,16.4,13,507.9828,6.59631,-0.3431869,18.20795,0.08486181,79.98,15.7,13,80.73,17.3,15,0.3144035,-0.4293423,-15.38539,18.0062
2017-06-26 22:00:35,5760,1873.809,2053.043,103,15.8,16,300,16.4,0,508.6617,6.5785,-0.2187762,18.20795,0.08486181,79.57,15.7,14,80.88,17.3,15,0.1791782,-0.6321812,-15.45977,18.10086
2017-06-26 22:00:40,5761,1815.423,2093.778,105,15.8,16,299,16.4,0,508.492,6.581468,-0.9267321,18.20795,0.08486181,79.78,15.7,14,80.71,17.3,14,0.1926994,-0.6795101,-15.49358,18.49301
2017-06-26 22:00:45,5762,1742.084,2085.613,105,15.8,16,299,16.4,0,509,6.605216,-0.8882051,18.20791,0.08486162,79.53,15.7,12,80.79,17.3,14,0.2197456,-0.713316,-15.52738,18.95279
2017-06-26 22:00:50,5763,1714.928,2044.878,104,15.8,15,299,16.4,0,508.8303,6.596311,-0.5238609,18.2113,0.08486162,79.43,15.7,12,80.87,17.3,14,0.4902,-0.9364414,-15.53414,19.12857
2017-06-26 22:00:55,5764,1754.305,2028.585,104,15.8,17,300,16.4,0,507.812,6.620057,-1.10148,18.2147,0.08486162,79.53,15.7,12,80.4,17.3,14,0.6795158,-1.193373,-15.56119,19.00687
2017-06-26 22:01:00,5765,1856.141,2036.731,105,15.8,13,300,16.4,10,507.6422,6.61412,-0.2483807,18.20791,0.08486162,79.48,15.7,13,81.02,17.3,15,0.7876968,-1.078428,-15.47329,18.87164
2017-06-26 22:01:05,5766,1843.921,2031.3,104,15.8,13,299,16.4,0,507.6422,6.602247,-0.1387811,18.2113,0.08486162,80.02,15.7,13,81.11,17.3,14,0.5442886,-1.051382,-15.66261,18.76346
2017-06-26 22:01:10,5767,1805.902,2028.585,104,15.8,12,299,16.4,0,507.6422,6.608184,-0.2454185,18.2147,0.08486162,79.86,15.7,13,80.42,17.3,14,0.4834366,-1.051382,-15.68965,18.87164
2017-06-26 22:01:15,5768,1774.672,2042.163,104,15.8,16,299,16.4,12,508.1514,6.608184,-0.8852429,18.20791,0.08486162,79.8,15.7,13,80.83,17.3,14,0.5307655,-0.8891125,-15.68965,18.76346
2017-06-26 22:01:20,5769,1736.641,2034.002,103,15.8,13,300,16.4,0,507.3018,6.593343,-0.5238466,18.21466,0.08486146,79.84,15.7,14,81,17.3,15,0.8350258,-0.4361019,-15.60852,18.79053
2017-06-26 22:01:25,5770,1676.897,2012.277,104,15.8,14,299,16.4,0,507.6412,6.59928,-0.2483673,18.21806,0.08486146,79.74,15.7,14,80.77,17.3,14,0.4834366,-0.8417835,-15.52738,18.92575
2017-06-26 22:01:30,5771,1702.696,2034.002,105,15.8,13,299,16.4,11,508.6596,6.59928,0.3944182,18.20787,0.08486146,79.48,15.7,14,80.59,17.3,14,0.3346901,-0.5983753,-15.65585,18.83109
2017-06-26 22:01:35,5772,1712.2,2082.883,104,15.8,18,299,16.4,10,508.3201,6.602248,-0.3372316,18.23842,0.08486146,79.48,15.7,14,80.51,17.3,14,0.3955421,-0.496954,-15.60176,18.89871
2017-06-26 22:01:40,5773,1716.274,2110.039,104,15.8,9,299,16.4,0,508.3201,6.587407,0.1929922,18.23503,0.08486146,79.49,15.7,13,80.7,17.3,14,0.3144035,-0.3279209,-15.595,18.89871
2017-06-26 22:01:45,5774,1661.961,2072.02,104,15.8,14,299,16.4,0,507.6412,6.596312,-0.5149603,18.24182,0.08486146,79.52,15.7,13,80.41,17.3,14,0.6186638,-1.037859,-15.57471,19.12857
2017-06-26 22:01:50,5775,1653.814,1995.983,104,15.8,9,299,16.4,0,506.6229,6.608185,-0.227632,18.23503,0.08486146,79.45,15.7,14,80.76,17.3,14,0.3955421,-0.7403622,-15.58823,19.12857
2017-06-26 22:01:55,5776,1667.392,1944.386,103,15.8,15,299,16.4,0,508.4898,6.596312,-0.106184,18.23842,0.08486146,79.81,15.7,13,80.73,17.3,15,0.5442886,-0.1453648,-15.55443,19.03391
2017-06-26 22:02:00,5777,1656.521,1903.641,104,15.8,15,300,16.4,0,507.8102,6.593344,0.03897047,18.24179,0.08486134,79.43,15.7,14,80.48,17.3,15,0.3144035,-0.2265015,-15.54767,19.25027
2017-06-26 22:02:05,5778,1632.08,1892.779,105,15.8,17,299,16.4,0,508.1497,6.596312,0.7498841,18.21464,0.08486134,79.88,15.7,13,80.35,17.3,15,0.3144035,-0.02366257,-15.50034,19.25027
2017-06-26 22:02:10,5779,1640.227,1917.219,105,15.8,15,299,16.4,0,508.3194,6.590375,0.2759418,18.20785,0.08486134,79.59,15.7,14,80.6,17.3,14,0.2467918,0.2873611,-15.43949,19.18268
2017-06-26 22:02:15,5780,1674.172,1993.256,105,15.8,13,299,16.4,14,508.4891,6.593344,0.1811533,18.20785,0.08486134,79.76,15.7,13,80.52,17.3,15,0.3482132,0.321167,-15.39216,18.95279
2017-06-26 22:02:20,5781,1686.392,2063.862,104,15.8,19,298,16.4,0,507.3011,6.611154,-0.07655287,18.235,0.08486134,79.68,15.7,14,80.93,17.3,15,0.3955421,0.3955421,-15.35159,19.03391
2017-06-26 22:02:25,5782,1706.759,2093.733,105,15.8,16,299,16.4,0,508.1497,6.611154,-0.3194485,18.235,0.08486134,79.73,15.7,13,80.43,17.3,14,0.5037231,0.6119041,-15.28397,18.89871
2017-06-26 22:02:30,5783,1710.833,2096.449,104,15.8,12,299,16.4,0,507.3011,6.59928,0.1959643,18.235,0.08486134,79.8,15.7,13,80.84,17.3,15,0.814743,0.6389465,-15.20284,18.95279
2017-06-26 22:02:35,5784,1720.33,2091.008,104,15.8,13,299,16.4,0,507.6399,6.602249,-0.4320002,18.23498,0.08486123,79.7,15.7,14,80.65,17.3,15,0.8417892,0.4563942,-15.18255,18.89871
2017-06-26 22:02:40,5785,1670.091,2080.146,104,15.8,16,300,16.4,0,507.3004,6.602249,-0.2453856,18.24177,0.08486123,79.37,15.7,13,80.98,17.3,14,0.3346901,0.8350258,-15.2096,18.89871
2017-06-26 22:02:45,5786,1632.073,2091.008,104,15.8,18,300,16.4,0,507.1307,6.608186,-0.3668332,18.23498,0.08486123,79.52,15.7,13,80.75,17.3,15,0.3279266,0.7471313,-15.04733,18.81757
2017-06-26 22:02:50,5787,1661.944,2123.595,105,15.8,14,300,16.4,0,507.1307,6.611154,-0.4171896,18.20783,0.08486123,79.5,15.7,14,80.72,17.3,14,0.3549728,0.814743,-15.14875,18.27664
2017-06-26 22:02:55,5788,1656.513,2142.605,104,15.8,15,299,16.4,0,507.1307,6.605217,-0.5090156,18.20783,0.08486123,79.48,15.7,13,80.4,17.3,15,0.3617325,0.7876968,-15.11494,18.46597
2017-06-26 22:03:00,5789,1709.467,2115.449,105,15.8,16,300,16.4,0,507.1307,6.620059,0.2996473,18.20783,0.08486123,79.73,15.7,13,80.68,17.3,14,0.2197456,0.7200851,-15.1217,18.54712
2017-06-26 22:03:05,5790,1657.871,2073.357,104,15.8,15,300,16.4,14,507.3004,6.611154,-0.4912429,18.20783,0.08486123,79.44,15.7,13,80.46,17.3,15,0.1926994,0.6119041,-15.1217,18.6553
2017-06-26 22:03:10,5791,1750.195,2057.056,105,15.8,18,300,16.4,0,507.3,6.620059,-0.4053345,18.20781,0.08486116,79.4,15.7,13,80.7,17.3,15,0.1926994,0.382019,-15.02704,18.54712
2017-06-26 22:03:15,5792,1789.571,2093.717,105,15.8,10,300,16.4,10,507.3,6.605218,0.3707442,18.20781,0.08486116,79.47,15.7,14,80.7,17.3,14,0.3008823,0.2332687,-15.06085,18.19553
2017-06-26 22:03:20,5793,1767.846,2115.441,105,15.8,14,301,16.4,0,507.1303,6.614122,-0.4793878,18.2146,0.08486116,79.8,15.7,14,81.06,17.3,15,0.2197456,0.1115646,-15.2096,18.54712
2017-06-26 22:03:25,5794,1732.544,2122.23,104,15.8,18,300,16.4,12,507.3,6.611154,0.0804553,18.24175,0.08486116,79.64,15.7,14,80.53,17.3,15,0.2873611,0.04395294,-15.23664,18.58768
2017-06-26 22:03:30,5795,1712.177,2134.45,104,15.8,18,299,16.4,10,506.9606,6.611154,-0.6186085,18.23497,0.08486116,79.66,15.7,13,80.81,17.3,15,0.2603149,-0.1318436,-15.25017,18.54712
2017-06-26 22:03:35,5796,1718.966,2137.166,104,15.8,16,299,16.4,0,507.9789,6.60225,-0.5741763,18.23836,0.08486116,79.88,15.7,12,80.96,17.3,15,0.2603149,-0.3008766,-15.29074,18.61472
2017-06-26 22:03:40,5797,1725.755,2112.726,105,15.8,15,300,16.4,10,505.6028,6.593345,-0.5949111,18.23497,0.08486116,79.67,15.7,13,80.66,17.3,14,0.2873611,-0.2738304,-15.20284,18.54712
2017-06-26 22:03:45,5798,1724.392,2085.564,105,15.8,13,300,16.4,0,507.2997,6.596313,-0.4586477,18.23495,0.0848611,79.39,15.7,14,81.06,17.3,15,0.08451843,-0.3211594,-15.40568,18.68234
2017-06-26 22:03:50,5799,1756.979,2069.271,104,15.8,14,299,16.4,10,506.7905,6.593345,-0.4260645,18.23495,0.0848611,79.75,15.7,13,80.99,17.3,15,-0.05070686,-0.5240002,-15.45301,18.64175
2017-06-26 22:03:55,5800,1771.915,2044.83,105,15.8,19,300,16.4,10,508.318,6.590376,-0.4053292,18.2078,0.0848611,79.7,15.7,13,80.88,17.3,14,0.03042984,-0.7268391,-15.44625,18.83109
2017-06-26 22:04:00,5801,1739.328,2017.675,104,15.8,15,299,16.4,0,507.8088,6.599281,-0.2779579,18.21459,0.0848611,79.74,15.7,13,80.82,17.3,14,0.09128189,-0.605135,-15.50034,18.79053
2017-06-26 22:04:05,5802,1704.025,1987.803,104,15.8,13,299,16.4,0,507.9785,6.608186,-0.1979799,18.23156,0.0848611,79.34,15.7,13,80.7,17.3,14,0.003383636,-0.4361019,-15.37187,18.68234
2017-06-26 22:04:10,5803,1713.53,1976.941,104,15.8,13,299,16.4,0,507.2997,6.614123,-0.174283,18.2078,0.0848611,79.71,15.7,14,80.55,17.2,15,-0.1318436,-0.2670689,-15.51386,18.73642
2017-06-26 22:04:15,5804,1701.31,2014.959,103,15.8,13,299,16.4,0,508.1483,6.605218,0.07749796,18.19422,0.0848611,79.67,15.7,14,80.77,17.2,15,0.03042984,-0.3279209,-15.49358,18.73642
2017-06-26 22:04:20,5805,1697.232,1998.661,104,15.8,16,299,16.4,11,507.9782,6.60225,-0.1594672,18.19421,0.08486104,79.62,15.7,13,80.74,17.1,14,-0.03042221,-0.3211594,-15.48681,18.73642
2017-06-26 22:04:25,5806,1676.866,1952.496,104,15.8,14,298,16.4,0,506.1112,6.596313,-0.1061492,18.19421,0.08486104,79.4,15.7,13,80.62,17.1,14,0.104805,-0.4563866,-15.48681,18.79053
